Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
GOTERM_BP_DIRECT	GO:0007165~signal transduction	149	4.988282557750251	3.74825793863637E-4	Q61554, Q9H0E2, Q61555, Q62767, Q645M6, Q3UHC2, P91119, Q00560, Q3U1V8, P21128, Q9Y272, Q8K5A9, Q15262, P41932, Q9VJ79, P27987, Q8BK63, Q62656, Q7Z6J2, P51875, Q06649, Q5G872, Q9UGV2, Q924U1, Q9H0C8, Q96WV6, Q14344, Q15036, P49407, Q15399, O70405, Q7Z6B7, P47866, Q5XJ85, E7F7V7, Q99M80, Q8VI63, P10730, P34147, Q6F3J0, P35992, P53667, Q99469, Q32NH8, O88956, Q8TAD2, Q8WWW0, Q9UQB3, Q9JJX6, Q6ZMI3, Q60855, E9PUQ8, P39429, Q01063, Q61382, Q3UHD6, Q9UKG1, O75594, Q9EQT3, Q9QZQ1, P35590, Q9C0H5, Q924S4, Q923Q2, Q9H0A8, P22682, P43487, M3TYT0, P08953, Q96S38, Q594P2, Q14247, P55345, Q8IWW6, Q96PE3, Q9V477, Q54TA1, Q99571, Q8R4G9, Q16829, O43639, Q99JY8, O00468, Q8CIE6, Q8N264, O97817, Q13442, A7MB11, Q8MQW8, Q9DDT2, X2JDY8, Q13164, Q8CFN2, Q9Z200, Q6DGF4, P32297, P70453, Q9Z2A0, Q9PSX7, Q6ZQ82, Q6PCS4, Q55E72, P50749, Q5ZL23, P53621, A4IFW2, Q13972, Q8IW41, Q2WEA5, Q8BG95, Q504Y0, B6ZK77, Q5IS76, P40190, P51049, Q75J93, Q1RMT8, P35832, Q5XIG5, O14807, Q9DF58, Q9I8C7, Q63085, G5E8K5, O14522, Q92597, P34908, Q6V7V2, B2GV87, P23443, O54748, P10825, Q8K0Q5, Q9BY84, Q9D777, P70191, Q9EQH1, Q0GGW5, Q13905, Q8WXD9, Q00168, Q6NS52, O76093, Q8TDM6, Q9Y263, Q9UMX1, Q6RUV5	2788	445	10670	1.28143891154708	0.8962604427800793	0.15102980654078815	0.15067996913318207
GOTERM_BP_DIRECT	GO:0006915~apoptotic process	103	3.4482758620689653	4.545974884898383E-4	P54731, Q4G017, B9EKI3, Q9VCA2, Q645M6, Q9Z0H7, F6R2G2, Q07352, Q3U1V8, Q9DC58, Q90673, Q8K5A9, Q9JIX8, P07996, A2RV80, Q5R4G0, Q8NFZ5, O08715, Q6QD59, P17564, Q5F389, P46379, Q5BKL8, Q13490, Q96PH1, P32007, P60517, Q09472, Q99M87, Q7L622, O14727, Q6DG60, Q9BXK5, Q5BK09, Q9NR09, Q8WWW0, Q8N682, Q92556, Q5U318, Q60855, Q9JME2, P39429, Q61382, Q45T69, Q9N0P9, Q3T0P5, B1A8Z2, Q60452, Q04721, Q03114, Q9NPF2, Q924S4, P56273, Q9IA79, Q9QXE4, P46196, O08623, P55866, O08873, P63245, Q8C3R1, P09215, Q03181, Q8BYF6, P21580, Q6DGF4, Q9JHI9, Q5ZID2, Q969G6, Q07817, Q4JIM4, Q5R9E5, Q5RE48, Q99JG7, P29274, Q9NS68, Q5ZLP2, O54988, Q6V7V2, Q6UXZ4, P23443, Q6P3P1, O54748, B2RY56, P70191, P62909, Q0GGW5, O77737, Q16611, O75832, F1NV61, Q63486, P53634, Q5E9A5, Q9ESK9, Q7T381, Q9HC24, Q6P268	2788	292	10670	1.3499759242153258	0.9359577292319613	0.16224030566481515	0.16186450085354653
GOTERM_BP_DIRECT	GO:0033209~tumor necrosis factor-mediated signaling pathway	15	0.5021760964178106	4.5633441368329874E-4	Q9WU72, Q60855, Q9VAC5, P39429, Q3ZCC3, Q5ZJB4, Q63486, Q9Y4K3, P92208, Q9NS68, Q9DF58, P48059, Q13490, Q3MHX1, Q924T7	2788	23	10670	2.4959453558729963	0.9366268299483197	0.16224030566481515	0.16186450085354653
GOTERM_BP_DIRECT	GO:0043162~ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway	11	0.36826247070639434	4.983686018891929E-4	Q8R0J7, Q8CGS4, Q5R605, Q9Y4L5, Q9H3S7, Q9Y263, O75351, Q3T178, Q6IRE4, Q4QQV8, F6P6X0	2788	14	10670	3.0070198811231807	0.9508506008480474	0.1673411016565712	0.16695348163287962
GOTERM_BP_DIRECT	GO:1904263~positive regulation of TORC1 signaling	23	0.7700033478406427	5.802907538712682E-4	B2RYG6, Q8BK63, Q09472, Q7ZUK7, Q28F07, Q5PPM8, Q5R9A7, Q9UHD2, Q9P278, Q9N0P9, Q80U30, Q63486, Q9WUN2, Q9NQL2, Q6DCW7, B2GUZ1, Q7T0V2, Q5R5H1, A6QR55, Q8NFG4, P23443, Q5XFW8	2788	44	10670	2.000538020086083	0.9700520777428555	0.18459354296831287	0.18416596030756563
GOTERM_BP_DIRECT	GO:0006629~lipid metabolic process	65	2.176096417810512	6.934381153436912E-4	Q9UPR0, Q9Z1N0, P06857, Q7M370, F1RMN2, A4FV48, A3KGT9, Q08C93, O62742, O35488, Q502J0, Q0P4F7, P43353, Q80WC9, Q6PC64, Q03181, P29147, Q9NZC3, P97872, Q60HG7, P47990, Q6GLK6, P51910, Q8HYL8, P15336, Q8K4C0, Q9BVH7, Q5ZLG0, Q80VJ4, O09012, Q5SNX7, Q9N294, P48758, Q90744, A2RST1, P07687, Q0V8R6, Q8CFY5, O60427, P79739, P16444, Q80ZQ5, Q32NH8, P46409, Q91V92, Q9NZ01, Q99NB1, Q9D8N3, Q0P5B7, Q9H4F1, Q5REB8, Q55C17, P53396, Q7ZW02, A7MBI7, Q4L235, Q6AZN6, A2VE15, A2AAE1, Q5R9S8, Q3USB7, P49109	2788	171	10670	1.4547517766199334	0.9848929504934645	0.20955699845686346	0.2090715917761229
GOTERM_BP_DIRECT	GO:0031397~negative regulation of protein ubiquitination	20	0.6695681285570807	8.965641195131177E-4	P62909, P21580, O77404, P97346, Q5R792, O08623, Q3T178, Q503L9, Q5NVI9, Q03114, P61023, Q00535, Q99497, B2GUZ1, A6QR55, P49407, Q920Q8	2788	37	10670	2.0687114661289696	0.9955784464250723	0.25803969230177537	0.2574419828887667
GOTERM_BP_DIRECT	GO:0051603~proteolysis involved in protein catabolic process	21	0.7030465349849347	0.001022025514275233	P28024, P60901, P05689, P70195, Q9UBF6, Q8QG64, P20918, Q9R1P4, Q60692, P53634, O76031, Q9GL24, Q95M12, Q9UDY8, Q27968, P25789, Q9Z2U1, P25788, P25787, Q32KL2	2788	40	10670	2.009236011477762	0.9979301537481308	0.2767693835205724	0.27612828964742747
GOTERM_BP_DIRECT	GO:0034097~response to cytokine	14	0.4686976899899564	0.001084811425193565	P26652, P81556, Q62910, O77737, Q9JHB3, Q6F3J0, P40190, Q00560, P35624, Q07817, P40189, P16581, Q66H84, P01125	2788	22	10670	2.435437589670014	0.9985843396316889	0.2767693835205724	0.27612828964742747
GOTERM_BP_DIRECT	GO:0006886~intracellular protein transport	70	2.3434884499497826	0.0011385159809792053	P01165, Q5EB77, Q14247, Q9HAS0, O43592, Q63615, E9Q9D5, O08700, Q62760, P51821, Q8CIE6, Q6NYB7, Q01405, Q32LJ6, Q32LJ2, A7MB11, O95487, Q9D4P0, P35604, P46460, P97479, A5HK05, Q7T2P6, Q9DBG7, Q8VI75, Q5TYV4, Q55E31, Q5R664, Q920Q4, Q15036, P46459, P53621, P10619, Q86Y82, O18334, O43299, Q9H269, Q3UHA3, Q10943, Q08DB5, Q75J93, P35282, Q5RBP4, Q00535, Q962X7, Q8K1X1, Q9Y5X2, Q7SZE5, P53675, Q5R6Q2, P53992, Q9CWZ7, P10949, Q9QZD5, Q8BRF7, P59015, Q3UHD6, Q9Z1M7, Q9M622, Q3T0T7, Q9DB05, Q9H173, Q53B90, Q9NX57, Q03114, Q66HL2, E7F590, O35857	2788	190	10670	1.409990183493166	0.9989770971246047	0.2767693835205724	0.27612828964742747
GOTERM_BP_DIRECT	GO:0061844~antimicrobial humoral immune response mediated by antimicrobial peptide	11	0.36826247070639434	0.0011448104877588203	Q9Z0Y2, Q19AZ8, P62861, Q9UGM3, P17074, P19221, O75594, P98173	2788	15	10670	2.806551889048302	0.9990153243098019	0.2767693835205724	0.27612828964742747
GOTERM_BP_DIRECT	GO:0042981~regulation of apoptotic process	44	1.4730498828255774	0.001230044136169999	Q645M6, A0A0G2JZ79, Q9Z0H7, F6R2G2, Q3ZCC3, O95076, Q9Y4K3, O08873, Q5QJU3, Q53T59, Q9BXK5, Q9BXM7, O14727, Q9UDY8, Q9Z2F6, Q9NR09, Q00535, A0A386CAB9, O54988, Q4LAL6, Q6V7V2, P45436, B2RY56, P70191, Q8C180, P62909, Q5U318, O77737, Q7SZE8, P39429, Q61382, Q45T69, Q5R5W2, Q5F485, Q07817, Q7SXL7, Q9NV56, Q06507, Q8TDM6, P20749, B1AQJ2, Q7T381, Q13490	2788	108	10670	1.5591954939157235	0.9994121053682478	0.28593795226967206	0.28527562081173435
GOTERM_BP_DIRECT	GO:0006625~protein targeting to peroxisome	7	0.2343488449949782	0.0017192150076109718	O00628, O09012, Q99LC9, Q6DGF4, P40855, Q5PQY6, Q9UJ83	2788	7	10670	3.8271162123385936	0.9999695638004366	0.3711048395000255	0.37024523199622
GOTERM_BP_DIRECT	GO:0044550~secondary metabolite biosynthetic process	7	0.2343488449949782	0.0017192150076109718	S3D9F1, B8MKY6, A5ABG0, A0A098D8A0, C8VJR7, Q7SHI6	2788	7	10670	3.8271162123385936	0.9999695638004366	0.3711048395000255	0.37024523199622
GOTERM_BP_DIRECT	GO:0009615~response to virus	18	0.6026113157013726	0.0035542301913274186	O95786, Q91ZR3, A6NE02, Q8R5F7, Q9UHD2, P51913, Q05961, A5A6J9, Q07817, P20749, Q9Z2F6, P58682, Q5E985, Q05B79, Q4R6V2, P27117, Q920Q8, P25787	2788	35	10670	1.9682311949169913	0.9999999995492164	0.7310666692118265	0.7293732652791718
GOTERM_BP_DIRECT	GO:0090110~COPII-coated vesicle cargo loading	9	0.3013056578506863	0.0037351028579965286	P53992, O95487, A0JPH4, Q6NYB7, Q01405, Q7SZE5, Q3UPL0, Q5XFW8, Q3T0T7	2788	12	10670	2.8703371592539453	0.9999999998495254	0.7310666692118265	0.7293732652791718
GOTERM_BP_DIRECT	GO:0015031~protein transport	128	4.285236022765317	0.0037496801365927567	Q5EB77, E9QAT4, Q63615, Q8BZE1, Q2HJI8, E7FC72, O08700, Q5RJI4, Q7K556, P61023, E7F9L8, Q7ZVB1, Q5ZL55, Q6PDG8, P59190, Q9NRG9, P08962, Q6NTU3, Q96CW6, Q8R0J7, P35803, Q9UGM3, O70244, Q9NV70, Q99P75, Q6QD59, Q80WT5, Q6KAR6, Q3ZT31, Q3T178, O59745, O09012, Q99PW8, O70404, Q15036, P49407, Q8CGS4, P60517, Q6PZ02, Q10943, Q5ZKI4, P51644, Q3UR97, Q640Z6, P48820, Q9UBU9, Q9Y5X2, Q7SZE5, Q8TDB6, Q0II86, Q9TU53, Q5R605, E9PUQ8, P59015, Q8BH60, A1A5F2, O75351, Q7SXP0, Q3UPL0, Q9WUU9, Q6GQB5, Q5JWR5, Q9NZR2, Q99K28, Q642F4, P60522, Q4QQV8, Q5XFW8, F6P6X0, Q54CH1, Q5R8Z8, Q9Z2P6, Q61879, Q9H1K0, P51821, Q9P2N4, Q8BG39, Q7Z3Z2, Q86XX4, Q68F72, P35604, P46460, P70297, Q6DGF4, Q7T2P6, Q5TYV4, Q6PBQ2, Q6IRE4, P37198, Q9JL04, Q4JIM4, Q5RE48, Q5U3Y5, P53619, Q96QF0, Q5XGW6, Q78YY6, P46459, F6S215, O70277, Q6NY89, Q9CQW1, Q86VS8, Q6GMF8, Q8C0J2, P35282, Q68EK7, Q5FVW4, Q9W6C5, Q91Y25, P52301, P10949, P53990, Q8BRF7, O57590, C0HL13, Q8N1B4, Q9M622, Q6NVL7, Q86UP2, Q63HQ0, Q95218, Q0VCA2, Q8JIU7, Q99LI8	2788	395	10670	1.2401794308337724	0.9999999998622613	0.7310666692118265	0.7293732652791718
GOTERM_BP_DIRECT	GO:0006457~protein folding	37	1.2387010378305994	0.004149775444825831	Q29RV1, Q9ERU9, Q23280, Q9ES00, Q3T0K2, Q5ZJK8, H2QII6, Q99M87, O76031, Q9TU03, Q6EE31, Q3SZE9, Q5NVI9, Q9QYJ0, P48820, Q14696, Q2HJ89, Q9BLC5, P49792, P54985, Q8BK64, Q3ZCH0, Q3MHL7, Q3ZBH0, Q99KV1, P97576, Q9Y4L1, Q8IW19, Q9H173, Q4R6V2, Q32P28, O89114, O95429, Q8NFI3, P10809, Q6P268, Q99615	2788	92	10670	1.5391663027883478	0.9999999999878468	0.7837888371414788	0.7819733103843676
GOTERM_BP_DIRECT	GO:0000045~autophagosome assembly	23	0.7700033478406427	0.004583894190722599	Q9BXW4, P60517, Q86Y82, Q6PZ02, O43299, Q3TYX8, Q5R792, Q23023, Q9Y4K3, Q8C0J2, Q4JIM4, Q53B90, Q6NYB7, Q6AZN6, Q9ESK9, P60522, Q5ZK10, Q7Z3C6, Q9UMX0, O70405, O94817, Q9QXE4	2788	50	10670	1.7604734576757533	0.9999999999991287	0.8082007794851974	0.8063287062037956
GOTERM_BP_DIRECT	GO:0000423~mitophagy	17	0.5691329092735186	0.004738639966159247	Q9BXW4, Q2KHZ8, P60517, Q6PZ02, P17439, Q5R792, Q80U30, Q6ZQ82, O08623, Q23023, Q9BXK5, Q9BXM7, P60522, Q7Z3C6, O70405, Q5ZLX2	2788	33	10670	1.9715447154471546	0.9999999999996595	0.8082007794851974	0.8063287062037956
GOTERM_BP_DIRECT	GO:0006914~autophagy	44	1.4730498828255774	0.004960924170550928	Q9H0E2, Q3MII6, Q5H8C4, Q8CGS4, P60517, P50430, Q6PZ02, Q5R792, O08623, Q23023, Q9DC58, Q6NYB7, Q5BK09, Q6DCW7, Q9VEV4, Q8N682, P23787, Q90473, O94967, Q7Z3C6, A7MB11, O35604, Q2KHZ8, Q90Z16, P20072, Q6J1I7, E7FA21, P17439, Q8BH60, O75351, P54802, Q80U30, P50429, Q6AZN6, Q99497, Q9ESK9, P60522, Q920Q4, O70404, Q15751, O70405, Q4QQV8, Q9QXE4	2788	115	10670	1.4642879421121577	0.9999999999999117	0.8082007794851974	0.8063287062037956
GOTERM_BP_DIRECT	GO:0050829~defense response to Gram-negative bacterium	14	0.4686976899899564	0.005033197495701802	Q9VZI3, Q9UGM3, Q5RBP9, Q9XTL9, Q90Z16, P83673, Q95218, P92208, P45436, Q15485, P51875	2788	25	10670	2.1431850789096125	0.999999999999943	0.8082007794851974	0.8063287062037956
GOTERM_BP_DIRECT	GO:0050830~defense response to Gram-positive bacterium	18	0.6026113157013726	0.005117647622511117	Q9UGM3, Q9UHD2, O75594, Q9WUN2, P14234, Q9Z0Y2, P62861, Q5RBP9, P83673, Q8R4U0, Q95218, Q8WWQ8, P08953, Q15485, Q5XJ85	2788	36	10670	1.913558106169297	0.9999999999999659	0.8082007794851974	0.8063287062037956
GOTERM_BP_DIRECT	GO:0019941~modification-dependent protein catabolic process	7	0.2343488449949782	0.005348780804005277	P62861, P0CG73, P62976, P0CG50, P79781, P18101, Q9VJ33	2788	8	10670	3.348726685796269	0.9999999999999917	0.8082007794851974	0.8063287062037956
