CM063246.1	sp	Q9NZJ4	SACS_HUMAN	24.024	820	486	29	733172	735328	1142	1925	7.85e-37	170
CM063246.1	sp	Q9NZJ4	SACS_HUMAN	33.412	425	242	12	674104	672875	97	495	6.56e-36	167
CM063246.1	sp	Q9NZJ4	SACS_HUMAN	29.079	478	281	17	550553	549210	96	545	8.43e-36	167
CM063246.1	sp	Q9NZJ4	SACS_HUMAN	27.138	608	317	28	551456	549831	1163	1710	1.29e-31	153
CM063246.1	sp	Q9NZJ4	SACS_HUMAN	33.584	399	226	12	731086	732246	97	468	2.95e-30	148
CM063246.1	sp	Q9NZJ4	SACS_HUMAN	31.449	283	180	7	700914	701738	2320	2596	3.52e-28	141
CM063246.1	sp	Q9NZJ4	SACS_HUMAN	28.041	485	280	19	674224	672830	2485	2920	2.68e-27	138
CM063246.1	sp	Q9NZJ4	SACS_HUMAN	23.756	442	264	13	675620	674403	964	1368	7.39e-26	96.7
CM063246.1	sp	Q9NZJ4	SACS_HUMAN	23.574	263	176	10	676455	675721	672	927	7.39e-26	57.4
CM063246.1	sp	Q9NZJ4	SACS_HUMAN	29.046	241	147	9	701055	701738	1301	1530	9.94e-26	82.4
CM063246.1	sp	Q9NZJ4	SACS_HUMAN	27.108	166	100	6	701741	702181	1532	1695	9.94e-26	70.9
CM063246.1	sp	Q9NZJ4	SACS_HUMAN	28.194	454	236	15	545838	544630	4157	4571	1.05e-24	130
CM063246.1	sp	Q9NZJ4	SACS_HUMAN	48.052	77	37	1	695562	695783	458	534	7.40e-24	70.9
CM063246.1	sp	Q9NZJ4	SACS_HUMAN	26.132	287	175	12	695758	696534	527	804	7.40e-24	55.1
CM063246.1	sp	Q9NZJ4	SACS_HUMAN	29.333	75	48	2	695333	695548	379	451	7.40e-24	41.2
CM063246.1	sp	Q9NZJ4	SACS_HUMAN	28.358	402	242	15	731068	732246	2523	2887	6.90e-21	117
CM063247.1	sp	P62976	UBIQP_CRIGR	99.574	470	2	0	5037854	5036445	65	534	0.0	924
CM063247.1	sp	P62976	UBIQP_CRIGR	99.362	470	3	0	5037854	5036445	141	610	0.0	922
CM063247.1	sp	P62976	UBIQP_CRIGR	99.563	458	2	0	5037818	5036445	1	458	0.0	900
CM063247.1	sp	P62976	UBIQP_CRIGR	98.568	419	6	0	5037854	5036598	217	635	0.0	814
CM063247.1	sp	P62976	UBIQP_CRIGR	98.641	368	3	1	5038942	5037845	6	373	0.0	717
CM063247.1	sp	P62976	UBIQP_CRIGR	98.641	368	3	1	5038942	5037845	82	449	0.0	717
CM063247.1	sp	P62976	UBIQP_CRIGR	98.641	368	3	1	5038942	5037845	158	525	0.0	717
CM063247.1	sp	P62976	UBIQP_CRIGR	97.838	370	6	1	5038942	5037839	234	603	0.0	717
CM063247.1	sp	P62976	UBIQP_CRIGR	97.993	299	4	1	5038729	5037839	1	299	5.78e-179	580
CM063247.1	sp	P62976	UBIQP_CRIGR	78.873	213	34	2	5039412	5038774	457	658	8.44e-90	322
CM063247.1	sp	P62976	UBIQP_CRIGR	86.243	189	26	0	5039412	5038846	381	569	1.05e-89	322
CM063247.1	sp	P62976	UBIQP_CRIGR	86.243	189	26	0	5039412	5038846	1	189	1.11e-89	322
CM063247.1	sp	P62976	UBIQP_CRIGR	86.243	189	26	0	5039412	5038846	77	265	1.11e-89	322
CM063247.1	sp	P62976	UBIQP_CRIGR	86.243	189	26	0	5039412	5038846	153	341	1.11e-89	322
CM063247.1	sp	P62976	UBIQP_CRIGR	86.243	189	26	0	5039412	5038846	229	417	1.11e-89	322
CM063247.1	sp	P62976	UBIQP_CRIGR	86.243	189	26	0	5039412	5038846	305	493	1.11e-89	322
CM063248.1	sp	Q9GV77	FREM2_LYTVA	62.870	1519	554	6	7486543	7482011	52	1568	0.0	1858
CM063248.1	sp	Q9GV77	FREM2_LYTVA	28.100	1121	651	39	7485841	7482695	656	1693	6.94e-71	282
CM063248.1	sp	Q9GV77	FREM2_LYTVA	24.890	1366	845	49	7486063	7482245	456	1733	1.95e-52	221
CM063248.1	sp	Q9GV77	FREM2_LYTVA	75.630	119	29	0	7406231	7405875	2502	2620	2.76e-47	204
CM063248.1	sp	Q9GV77	FREM2_LYTVA	60.163	123	49	0	7482002	7481634	1572	1694	5.38e-34	160
CM063248.1	sp	Q9GV77	FREM2_LYTVA	76.250	80	19	0	7430779	7430540	1759	1838	7.21e-27	137
CM063248.1	sp	Q9GV77	FREM2_LYTVA	73.171	82	22	0	7425695	7425450	1882	1963	1.63e-24	129
CM063249.1	sp	Q96AY4	TTC28_HUMAN	60.776	696	265	3	1475341	1473263	583	1273	0.0	876
CM063249.1	sp	Q96AY4	TTC28_HUMAN	66.421	271	91	0	1476146	1475334	315	585	0.0	374
CM063249.1	sp	Q96AY4	TTC28_HUMAN	30.569	615	406	4	1475341	1473506	263	859	1.12e-66	268
CM063249.1	sp	Q96AY4	TTC28_HUMAN	28.914	626	426	7	1475344	1473488	382	995	3.63e-65	263
CM063249.1	sp	Q96AY4	TTC28_HUMAN	29.412	629	417	6	1475356	1473503	418	1030	3.67e-59	243
CM063249.1	sp	Q96AY4	TTC28_HUMAN	31.034	464	317	1	1475191	1473800	233	693	5.03e-53	223
CM063249.1	sp	Q96AY4	TTC28_HUMAN	30.820	451	249	7	1474834	1473638	232	671	1.74e-43	192
CM063249.1	sp	Q96AY4	TTC28_HUMAN	35.338	266	172	0	1476140	1475343	357	622	6.34e-32	153
CM063249.1	sp	Q96AY4	TTC28_HUMAN	33.840	263	174	0	1476152	1475364	433	695	3.45e-30	147
CM063249.1	sp	Q96AY4	TTC28_HUMAN	33.835	266	176	0	1476146	1475349	235	500	2.53e-29	145
CM063249.1	sp	Q96AY4	TTC28_HUMAN	32.364	275	183	1	1476134	1475310	279	550	6.00e-29	144
CM063249.1	sp	Q96AY4	TTC28_HUMAN	31.208	298	155	4	1476122	1475358	803	1093	4.91e-28	140
CM063249.1	sp	Q96AY4	TTC28_HUMAN	31.579	285	185	2	1476179	1475355	501	785	4.95e-28	140
CM063249.1	sp	Q96AY4	TTC28_HUMAN	28.996	269	191	0	1476161	1475355	590	858	2.50e-25	132
CM063249.1	sp	Q96AY4	TTC28_HUMAN	31.321	265	179	1	1476134	1475349	639	903	1.47e-24	129
CM063249.1	sp	Q96AY4	TTC28_HUMAN	31.008	258	178	0	1476143	1475370	879	1136	3.46e-24	128
CM063249.1	sp	Q96AY4	TTC28_HUMAN	28.626	262	184	1	1476143	1475367	676	937	6.44e-23	124
CM063249.1	sp	Q96AY4	TTC28_HUMAN	29.078	282	197	2	1476152	1475316	753	1034	1.27e-22	122
CM063249.1	sp	Q96AY4	TTC28_HUMAN	53.125	128	57	2	1470077	1469694	1570	1694	2.79e-21	118
CM063249.1	sp	Q96AY4	TTC28_HUMAN	27.509	269	195	0	1474486	1473680	225	493	6.55e-21	117
CM063250.1	sp	Q9I9M5	FZD1_XENLA	58.144	528	193	7	21120135	21121679	47	559	0.0	622
CM063250.1	sp	Q9I9M5	FZD1_XENLA	59.939	327	114	4	20983612	20984544	229	554	1.89e-112	384
CM063250.1	sp	Q9I9M5	FZD1_XENLA	56.780	118	49	2	20983070	20983423	51	166	2.72e-32	149
CM063251.1	sp	W5PFI3	NNTM_SHEEP	68.015	816	248	4	2214713	2217124	270	1084	0.0	1045
CM063251.1	sp	W5PFI3	NNTM_SHEEP	65.333	225	72	1	2213857	2214513	46	270	4.40e-60	243
CM063252.1	sp	P18258	TBA1_PARLI	90.832	469	5	1	4453654	4455060	2	432	0.0	857
CM063252.1	sp	P18258	TBA1_PARLI	98.082	365	7	0	4437050	4435956	75	439	0.0	728
CM063252.1	sp	P18258	TBA1_PARLI	97.802	364	8	0	4444420	4443329	76	439	0.0	726
CM063252.1	sp	P18258	TBA1_PARLI	98.077	364	7	0	4419155	4418064	76	439	0.0	725
CM063252.1	sp	P18258	TBA1_PARLI	97.253	364	10	0	4404911	4403820	76	439	0.0	718
CM063252.1	sp	P18258	TBA1_PARLI	98.599	357	5	0	4428849	4427779	76	432	0.0	714
CM063252.1	sp	P18258	TBA1_PARLI	87.562	402	46	1	4388604	4387399	42	439	0.0	712
CM063252.1	sp	P18258	TBA1_PARLI	96.369	358	13	0	4463953	4462880	75	432	0.0	703
CM063252.1	sp	P18258	TBA1_PARLI	95.541	314	14	0	4558436	4557495	126	439	0.0	612
CM063252.1	sp	P18258	TBA1_PARLI	97.720	307	7	0	4352528	4351608	126	432	0.0	604
CM063252.1	sp	P18258	TBA1_PARLI	96.129	310	12	0	2429985	2430914	126	435	0.0	602
CM063252.1	sp	P18258	TBA1_PARLI	96.743	307	10	0	2413852	2412932	126	432	0.0	601
CM063252.1	sp	P18258	TBA1_PARLI	93.506	77	5	0	4405251	4405021	2	78	0.0	159
CM063252.1	sp	P18258	TBA1_PARLI	88.732	284	32	0	4504031	4503180	152	435	1.68e-167	538
CM063252.1	sp	P18258	TBA1_PARLI	89.577	307	32	0	4546370	4545450	126	432	3.49e-163	526
CM063252.1	sp	P18258	TBA1_PARLI	85.902	305	43	0	4520063	4519149	128	432	3.66e-157	508
CM063252.1	sp	P18258	TBA1_PARLI	92.174	230	18	0	4493138	4492449	210	439	2.17e-149	460
CM063252.1	sp	P18258	TBA1_PARLI	85.714	56	8	0	4493305	4493138	154	209	2.17e-149	106
CM063252.1	sp	P18258	TBA1_PARLI	82.772	267	46	0	4472618	4471818	173	439	1.99e-147	480
CM063252.1	sp	P18258	TBA1_PARLI	63.978	186	67	0	4483073	4482516	126	311	7.56e-130	254
CM063252.1	sp	P18258	TBA1_PARLI	87.597	129	16	0	4482531	4482145	307	435	7.56e-130	247
CM063252.1	sp	P18258	TBA1_PARLI	79.681	251	49	1	4378548	4377802	126	376	9.69e-116	389
CM063252.1	sp	P18258	TBA1_PARLI	95.238	84	4	0	4377890	4377639	345	428	2.00e-42	177
CM063252.1	sp	P18258	TBA1_PARLI	93.506	77	5	0	4445123	4444893	2	78	4.91e-37	161
CM063252.1	sp	P18258	TBA1_PARLI	93.506	77	5	0	4437774	4437544	2	78	5.40e-37	160
CM063252.1	sp	P18258	TBA1_PARLI	86.905	84	11	0	4548844	4548593	2	85	9.13e-37	160
CM063252.1	sp	P18258	TBA1_PARLI	93.671	79	5	0	4560742	4560506	2	80	2.01e-36	159
CM063252.1	sp	P18258	TBA1_PARLI	94.737	76	4	0	4523427	4523200	2	77	3.80e-36	158
CM063252.1	sp	P18258	TBA1_PARLI	98.649	74	1	0	4419627	4419406	2	75	3.83e-36	158
CM063252.1	sp	P18258	TBA1_PARLI	92.308	78	6	0	4429219	4428986	2	79	4.58e-36	158
CM063252.1	sp	P18258	TBA1_PARLI	93.243	74	5	0	2417911	2417690	2	75	1.33e-35	157
CM063252.1	sp	P18258	TBA1_PARLI	93.243	74	5	0	4466244	4466023	2	75	1.11e-34	154
CM063252.1	sp	P18258	TBA1_PARLI	88.158	76	9	0	4389545	4389318	2	77	2.07e-33	150
CM063252.1	sp	P18258	TBA1_PARLI	87.179	78	8	1	2428248	2428481	2	77	8.64e-33	148
CM063252.1	sp	P18258	TBA1_PARLI	77.528	89	17	1	4475300	4475034	2	87	2.12e-32	147
CM063252.1	sp	P18258	TBA1_PARLI	79.487	78	16	0	4354107	4353874	2	79	1.23e-29	139
CM063252.1	sp	P18258	TBA1_PARLI	87.324	71	9	0	4380296	4380084	2	72	1.84e-29	138
CM063252.1	sp	P18258	TBA1_PARLI	76.923	78	18	0	4485331	4485098	2	79	4.62e-28	134
CM063252.1	sp	P18258	TBA1_PARLI	71.795	78	22	0	4494795	4494562	2	79	4.89e-26	128
CM063252.1	sp	P18258	TBA1_PARLI	72.368	76	20	1	4507390	4507166	2	77	4.91e-23	119
CM063253.1	sp	P07207	NOTCH_DROME	39.819	1434	786	24	4636619	4632420	62	1452	0.0	965
CM063253.1	sp	P07207	NOTCH_DROME	42.500	1240	650	13	4636649	4633113	211	1448	0.0	931
CM063253.1	sp	P07207	NOTCH_DROME	38.496	1343	731	22	4636172	4632327	59	1367	0.0	880
CM063253.1	sp	P07207	NOTCH_DROME	37.908	1224	670	22	4635593	4631982	62	1215	0.0	734
CM063253.1	sp	P07207	NOTCH_DROME	43.463	872	472	9	4636688	4634133	580	1450	0.0	695
CM063253.1	sp	P07207	NOTCH_DROME	44.318	88	49	0	4631968	4631705	1221	1308	0.0	77.8
CM063253.1	sp	P07207	NOTCH_DROME	36.066	61	39	0	4631684	4631502	1318	1378	0.0	44.7
CM063253.1	sp	P07207	NOTCH_DROME	39.474	38	22	1	4631526	4631416	1410	1447	0.0	32.0
CM063253.1	sp	P07207	NOTCH_DROME	33.878	735	425	23	4615585	4613420	727	1413	2.87e-129	322
CM063253.1	sp	P07207	NOTCH_DROME	41.053	285	147	8	4616430	4615588	457	724	2.87e-129	176
CM063253.1	sp	P07207	NOTCH_DROME	34.478	728	418	22	4615585	4613432	576	1254	5.93e-119	346
CM063253.1	sp	P07207	NOTCH_DROME	32.923	325	173	13	4616448	4615588	218	535	5.93e-119	119
CM063253.1	sp	P07207	NOTCH_DROME	32.005	728	405	22	4615582	4613543	766	1451	9.53e-118	290
CM063253.1	sp	P07207	NOTCH_DROME	38.776	294	159	9	4616448	4615579	489	765	9.53e-118	170
CM063253.1	sp	P07207	NOTCH_DROME	34.737	760	407	22	4615588	4613435	149	861	3.16e-91	349
CM063253.1	sp	P07207	NOTCH_DROME	35.559	734	402	24	4615579	4613435	104	785	9.62e-87	335
CM063253.1	sp	P07207	NOTCH_DROME	35.550	737	402	25	4615579	4613429	66	749	1.06e-85	331
CM063253.1	sp	P07207	NOTCH_DROME	38.316	475	230	18	4611576	4610299	670	1130	1.61e-59	244
CM063253.1	sp	P07207	NOTCH_DROME	48.544	103	53	0	4629643	4629335	625	727	2.82e-59	101
CM063253.1	sp	P07207	NOTCH_DROME	48.000	75	39	0	4630022	4629798	499	573	2.82e-59	82.0
CM063253.1	sp	P07207	NOTCH_DROME	47.368	57	30	0	4629332	4629162	767	823	2.82e-59	65.1
CM063253.1	sp	P07207	NOTCH_DROME	52.830	53	24	1	4629804	4629646	572	623	2.82e-59	54.3
CM063253.1	sp	P07207	NOTCH_DROME	58.824	17	7	0	4630077	4630027	480	496	2.82e-59	23.9
CM063253.1	sp	P07207	NOTCH_DROME	36.575	473	239	17	4611576	4610299	403	861	1.15e-57	238
CM063253.1	sp	P07207	NOTCH_DROME	41.358	162	95	0	4632169	4631684	572	733	1.27e-56	119
CM063253.1	sp	P07207	NOTCH_DROME	57.692	52	22	0	4631684	4631529	772	823	1.27e-56	69.3
CM063253.1	sp	P07207	NOTCH_DROME	49.180	61	31	0	4632339	4632157	477	537	1.27e-56	65.1
CM063253.1	sp	P07207	NOTCH_DROME	48.649	37	19	0	4631526	4631416	825	861	1.27e-56	44.7
CM063253.1	sp	P07207	NOTCH_DROME	34.615	520	238	18	4611576	4610293	784	1293	6.16e-54	226
CM063253.1	sp	P07207	NOTCH_DROME	36.134	476	249	15	4611579	4610293	244	711	1.87e-51	218
CM063253.1	sp	P07207	NOTCH_DROME	50.980	102	50	0	4629643	4629338	701	802	5.39e-48	115
CM063253.1	sp	P07207	NOTCH_DROME	40.230	87	51	1	4630022	4629762	575	660	5.39e-48	70.1
CM063253.1	sp	P07207	NOTCH_DROME	46.429	56	30	0	4629329	4629162	806	861	5.39e-48	62.8
CM063253.1	sp	P07207	NOTCH_DROME	47.059	17	9	0	4630077	4630027	518	534	5.39e-48	21.2
CM063253.1	sp	P07207	NOTCH_DROME	33.516	546	312	19	4615015	4613420	55	563	8.50e-47	202
CM063253.1	sp	P07207	NOTCH_DROME	35.189	449	253	19	4611573	4610293	978	1410	4.73e-46	200
CM063253.1	sp	P07207	NOTCH_DROME	35.802	162	97	3	4632154	4631681	728	886	3.12e-45	92.8
CM063253.1	sp	P07207	NOTCH_DROME	55.172	58	26	0	4632330	4632157	669	726	3.12e-45	73.2
CM063253.1	sp	P07207	NOTCH_DROME	50.000	50	24	1	4631675	4631529	891	940	3.12e-45	50.4
CM063253.1	sp	P07207	NOTCH_DROME	46.341	41	22	0	4631538	4631416	976	1016	3.12e-45	43.1
CM063253.1	sp	P07207	NOTCH_DROME	47.059	102	54	0	4629643	4629338	739	840	2.74e-44	105
CM063253.1	sp	P07207	NOTCH_DROME	47.945	73	38	0	4630016	4629798	614	686	2.74e-44	71.2
CM063253.1	sp	P07207	NOTCH_DROME	50.943	53	26	0	4629804	4629646	685	737	2.74e-44	59.3
CM063253.1	sp	P07207	NOTCH_DROME	36.420	162	101	2	4632154	4631672	463	623	9.91e-42	99.8
CM063253.1	sp	P07207	NOTCH_DROME	58.333	36	15	0	4631523	4631416	674	709	9.91e-42	54.3
CM063253.1	sp	P07207	NOTCH_DROME	45.283	53	29	0	4631684	4631526	620	672	9.91e-42	51.2
CM063253.1	sp	P07207	NOTCH_DROME	35.385	65	40	2	4632324	4632130	366	428	9.91e-42	42.4
CM063253.1	sp	P07207	NOTCH_DROME	34.395	471	245	17	4611552	4610299	137	596	4.27e-40	180
CM063253.1	sp	P07207	NOTCH_DROME	32.704	477	256	19	4611576	4610299	171	633	1.06e-39	179
CM063253.1	sp	P07207	NOTCH_DROME	43.269	104	58	1	4629643	4629335	435	538	1.27e-39	93.2
CM063253.1	sp	P07207	NOTCH_DROME	51.786	56	27	0	4629329	4629162	541	596	1.27e-39	61.6
CM063253.1	sp	P07207	NOTCH_DROME	37.349	83	48	3	4630034	4629798	299	381	1.27e-39	55.1
CM063253.1	sp	P07207	NOTCH_DROME	36.585	41	25	1	4629789	4629667	385	424	1.27e-39	30.8
CM063253.1	sp	P07207	NOTCH_DROME	43.137	102	58	0	4629643	4629338	1008	1109	2.44e-39	101
CM063253.1	sp	P07207	NOTCH_DROME	50.000	54	27	0	4629804	4629643	954	1007	2.44e-39	59.3
CM063253.1	sp	P07207	NOTCH_DROME	44.872	78	40	2	4630022	4629798	840	917	2.44e-39	58.5
CM063253.1	sp	P07207	NOTCH_DROME	53.333	15	7	0	4630071	4630027	785	799	2.44e-39	20.4
CM063253.1	sp	P07207	NOTCH_DROME	39.450	109	64	1	4629661	4629341	1277	1385	3.91e-39	83.2
CM063253.1	sp	P07207	NOTCH_DROME	44.872	78	43	0	4630031	4629798	1153	1230	3.91e-39	76.3
CM063253.1	sp	P07207	NOTCH_DROME	39.623	53	32	0	4629804	4629646	1229	1281	3.91e-39	40.8
CM063253.1	sp	P07207	NOTCH_DROME	35.088	57	36	1	4629311	4629144	1397	1453	3.91e-39	38.5
CM063253.1	sp	P07207	NOTCH_DROME	49.693	163	82	0	4620702	4620214	680	842	1.39e-38	175
CM063253.1	sp	P07207	NOTCH_DROME	39.928	278	153	8	4616448	4615627	868	1135	4.28e-38	174
CM063253.1	sp	P07207	NOTCH_DROME	40.830	289	155	8	4616445	4615588	411	686	5.45e-37	170
CM063253.1	sp	P07207	NOTCH_DROME	41.718	163	94	1	4632148	4631663	616	778	1.54e-36	117
CM063253.1	sp	P07207	NOTCH_DROME	51.923	52	25	0	4631684	4631529	810	861	1.54e-36	65.1
CM063253.1	sp	P07207	NOTCH_DROME	39.535	43	24	1	4631538	4631416	859	901	1.54e-36	27.3
CM063253.1	sp	P07207	NOTCH_DROME	50.307	163	81	0	4620702	4620214	642	804	1.55e-36	169
CM063253.1	sp	P07207	NOTCH_DROME	44.118	102	57	0	4629643	4629338	970	1071	7.30e-36	103
CM063253.1	sp	P07207	NOTCH_DROME	43.056	72	41	0	4629831	4629616	907	978	7.30e-36	57.8
CM063253.1	sp	P07207	NOTCH_DROME	39.655	58	35	0	4629329	4629156	1075	1132	7.30e-36	46.2
CM063253.1	sp	P07207	NOTCH_DROME	34.152	448	266	18	4611579	4610293	47	484	1.50e-35	165
CM063253.1	sp	P07207	NOTCH_DROME	42.857	105	57	2	4629643	4629338	815	919	2.35e-35	85.9
CM063253.1	sp	P07207	NOTCH_DROME	40.909	88	52	0	4630022	4629759	726	813	2.35e-35	72.0
CM063253.1	sp	P07207	NOTCH_DROME	37.500	56	35	0	4629329	4629162	923	978	2.35e-35	45.8
CM063253.1	sp	P07207	NOTCH_DROME	37.931	29	17	1	4630113	4630027	658	685	2.35e-35	22.3
CM063253.1	sp	P07207	NOTCH_DROME	47.205	161	85	0	4620702	4620220	718	878	2.84e-35	164
CM063253.1	sp	P07207	NOTCH_DROME	49.045	157	80	0	4620687	4620217	458	614	4.74e-34	160
CM063253.1	sp	P07207	NOTCH_DROME	49.080	163	82	1	4620702	4620214	491	652	8.16e-34	159
CM063253.1	sp	P07207	NOTCH_DROME	36.755	302	141	5	4616364	4615588	354	648	8.95e-34	159
CM063253.1	sp	P07207	NOTCH_DROME	39.768	259	144	8	4616352	4615588	588	838	3.33e-33	157
CM063253.1	sp	P07207	NOTCH_DROME	38.750	160	90	4	4632154	4631687	539	694	8.32e-33	99.0
CM063253.1	sp	P07207	NOTCH_DROME	48.000	50	26	0	4631684	4631535	696	745	8.32e-33	58.2
CM063253.1	sp	P07207	NOTCH_DROME	46.341	41	22	0	4631538	4631416	745	785	8.32e-33	40.4
CM063253.1	sp	P07207	NOTCH_DROME	39.502	281	150	10	4616448	4615627	754	1021	1.02e-32	156
CM063253.1	sp	P07207	NOTCH_DROME	45.000	100	54	1	4631968	4631672	449	548	1.13e-32	85.5
CM063253.1	sp	P07207	NOTCH_DROME	53.704	54	25	0	4631684	4631523	545	598	1.13e-32	67.0
CM063253.1	sp	P07207	NOTCH_DROME	58.333	36	14	1	4631523	4631416	599	633	1.13e-32	44.7
CM063253.1	sp	P07207	NOTCH_DROME	46.667	165	86	1	4620702	4620214	1186	1350	1.50e-32	155
CM063253.1	sp	P07207	NOTCH_DROME	48.936	94	48	0	4631968	4631687	946	1039	5.32e-32	99.0
CM063253.1	sp	P07207	NOTCH_DROME	47.170	53	28	0	4631684	4631526	1041	1093	5.32e-32	57.8
CM063253.1	sp	P07207	NOTCH_DROME	36.957	46	29	0	4631538	4631401	1090	1135	5.32e-32	37.7
CM063253.1	sp	P07207	NOTCH_DROME	28.655	171	116	3	4632169	4631672	225	394	7.19e-32	67.4
CM063253.1	sp	P07207	NOTCH_DROME	48.214	56	26	2	4632324	4632163	172	226	7.19e-32	51.6
CM063253.1	sp	P07207	NOTCH_DROME	53.659	41	19	0	4631538	4631416	480	520	7.19e-32	48.9
CM063253.1	sp	P07207	NOTCH_DROME	41.818	55	30	2	4631687	4631529	428	482	7.19e-32	46.2
CM063253.1	sp	P07207	NOTCH_DROME	46.914	162	86	0	4620702	4620217	949	1110	8.66e-32	153
CM063253.1	sp	P07207	NOTCH_DROME	51.786	112	51	1	4629673	4629338	467	575	9.32e-32	121
CM063253.1	sp	P07207	NOTCH_DROME	42.857	56	31	1	4629329	4629162	579	633	9.32e-32	52.0
CM063253.1	sp	P07207	NOTCH_DROME	45.122	164	89	1	4620702	4620211	567	729	1.56e-31	152
CM063253.1	sp	P07207	NOTCH_DROME	44.172	163	90	1	4620702	4620214	605	766	1.04e-30	149
CM063253.1	sp	P07207	NOTCH_DROME	47.273	165	84	2	4620702	4620217	756	920	1.04e-30	149
CM063253.1	sp	P07207	NOTCH_DROME	37.423	163	88	4	4632154	4631693	842	999	3.28e-30	94.7
CM063253.1	sp	P07207	NOTCH_DROME	43.396	53	30	0	4631684	4631526	1003	1055	3.28e-30	56.2
CM063253.1	sp	P07207	NOTCH_DROME	37.500	48	28	1	4631523	4631380	1057	1102	3.28e-30	37.7
CM063253.1	sp	P07207	NOTCH_DROME	38.435	294	158	10	4616448	4615588	716	993	4.54e-30	147
